Symbol,Name,LastSale, MarketCap ,IPOyear,Sector,industry,Summary Quote
UMRX,Unum Therapeutics Inc.,1.91, $57.53M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
UNAM,Unico American Corporation,5.84, $30.99M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam
UNB,"Union Bankshares, Inc.",29.14, $130.19M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
UNFI,"United Natural Foods, Inc.",8.03, $423.22M ,2019,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
UNIT,Uniti Group Inc.,8.86, $1.71B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",20.02, $217.43M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unty
UONE,"Urban One, Inc. ",2.04, $93.99M ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",1.93, $88.92M ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
UPLD,"Upland Software, Inc.",42.65, $1.08B ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,15.47, $1.71B ,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
URBN,"Urban Outfitters, Inc.",21.87, $2.14B ,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn
URGN,UroGen Pharma Ltd.,34.04, $711.36M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,7.54, $228.77M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov
USAK,"USA Truck, Inc.",8.28, $71.05M ,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
USAP,"Universal Stainless & Alloy Products, Inc.",15.37, $135.07M ,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
USAT,"USA Technologies, Inc.",7.25, $435.01M ,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",25.61, $11.4M ,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp
USAU,U.S. Gold Corp.,1.02, $21.15M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usau
USCR,"U S Concrete, Inc.",47.31, $788.17M ,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
USEG,U.S. Energy Corp.,0.4084, $5.5M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,57.94, $3.57B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usig
USIO,"Usio, Inc.",2.8, $47.18M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usio
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,33.115, $114.25M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb
USLM,"United States Lime & Minerals, Inc.",83.88, $470.8M ,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm
USLV,Credit Suisse AG,87.04, $303.35M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,28.9, $1.4B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usmc
USOI,Credit Suisse AG,20.7161, $8.36M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
USWS,"U.S. Well Services, Inc.",2.48, $169.59M ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.34, n/a ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/uswsw
UTHR,United Therapeutics Corporation,80.16, $3.52B ,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr
UTMD,"Utah Medical Products, Inc.",98.78, $367.42M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,2.88, $102.58M ,2000,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
UVSP,Univest Financial Corporation,25.83, $756.96M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
UXIN,Uxin Limited,2.48, $728.01M ,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin
VALU,"Value Line, Inc.",26, $251.15M ,1983,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu
VALX,Validea Market Legends ETF,23.9201, $20.33M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/valx
VBFC,Village Bank and Trust Financial Corp.,34.12, $49.58M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vbfc
VBIV,"VBI Vaccines, Inc.",0.68, $43.57M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vbiv
VBLT,Vascular Biogenics Ltd.,1.25, $44.85M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,50.59, $435.07M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VBTX,"Veritex Holdings, Inc.",23.34, $1.25B ,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
VC,Visteon Corporation,63.21, $1.77B ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vc
VCEL,Vericel Corporation,17.21, $759.6M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,90.81, $23.41B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
VCLT,Vanguard Long-Term Corporate Bond ETF,100.62, $3.98B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vclt
VCNX,"Vaccinex, Inc.",4.9617, $73.74M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
VCSH,Vanguard Short-Term Corporate Bond ETF,80.8, $24.15B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
VCTR,"Victory Capital Holdings, Inc.",16.93, $1.14B ,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
VCYT,"Veracyte, Inc.",26.95, $1.31B ,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
VECO,Veeco Instruments Inc.,11.31, $553.87M ,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco
VEON,VEON Ltd.,2.69, $4.73B ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/veon
VERB,"Verb Technology Company, Inc.",1.85, $41.27M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/verb
VERBW,"Verb Technology Company, Inc.",0.7, n/a ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/verbw
VERI,"Veritone, Inc.",5.36, $119.12M ,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
VERU,Veru Inc.,2.03, $132.03M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/veru
VERY,"Vericity, Inc.",10, $148.75M ,2019,Finance,Life Insurance,https://www.nasdaq.com/symbol/very
VETS,Pacer Military Times Best Employers ETF,28.67, $2.87M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vets
VFF,"Village Farms International, Inc.",13.63, $670.38M ,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/vff
VGIT,Vanguard Intermediate-Term Treasury ETF,66.66, $4.24B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgit
VGLT,Vanguard Long-Treasury ETF,87.33, $1.25B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
VGSH,Vanguard Short-Term Treasury ETF,60.95, $5.11B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
VIA,Viacom Inc.,30.75, $12.4B ,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,29.21, $11.78B ,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/viab
VIAV,Viavi Solutions Inc.,14.38, $3.29B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,0.7875, $17.99M ,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,30.23, $1.22B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vicr
VIDI,ETF Series Solutions Trust Vident International Equity Fund,22.75, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
VIGI,Vanguard International Dividend Appreciation ETF,65.32, $1.17B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
VIIX,Credit Suisse AG,11.33, $25.48M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
VIOT,"Viomi Technology Co., Ltd",7.87, $545.13M ,2018,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/viot
VIRC,Virco Manufacturing Corporation,4.41, $68.54M ,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/virc
VIRT,"Virtu Financial, Inc.",18, $3.43B ,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/virt
VISL,"Vislink Technologies, Inc.",1.02, $2.3M ,2013,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/visl
VIVE,"Viveve Medical, Inc.",0.1298, $6.05M ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vive
VIVO,Meridian Bioscience Inc.,10.7, $457.01M ,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
VKTX,"Viking Therapeutics, Inc.",7.03, $507.64M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",5.31, n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vktxw
VLGEA,"Village Super Market, Inc.",25.01, $360.17M ,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/vlgea
VLRX,"Valeritas Holdings, Inc.",2.51, $17.97M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vlrx
VLY,Valley National Bancorp,10.52, $3.49B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vly
VLYPO,Valley National Bancorp,25.865, $103.46M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
VLYPP,Valley National Bancorp,28.65, $131.79M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
VMBS,Vanguard Mortgage-Backed Securities ETF,52.96, $10.11B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
VMD,"Viemed Healthcare, Inc.",7.2812, $274.44M ,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/vmd
VNDA,Vanda Pharmaceuticals Inc.,15.05, $801.77M ,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
VNET,"21Vianet Group, Inc.",7.23, $812.6M ,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet
VNOM,Viper Energy Partners LP,29.45, $3.98B ,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vnom
VNQI,Vanguard Global ex-U.S. Real Estate ETF,56.67, $5.44B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
VOD,Vodafone Group Plc,18.12, $48.5B ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod
VONE,Vanguard Russell 1000 ETF,134.21, $1.15B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,164.4, $2.85B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,109.28, $1.91B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vonv
VOXX,VOXX International Corporation,4.82, $116.64M ,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/voxx
VRA,"Vera Bradley, Inc.",11.51, $393.8M ,2010,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra
VRAY,"ViewRay, Inc.",4.01, $394.91M ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vray
VRCA,Verrica Pharmaceuticals Inc.,10.03, $258.19M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrca
VREX,Varex Imaging Corporation,26.38, $1.01B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
VRIG,Invesco Variable Rate Investment Grade ETF,24.9, $393.42M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vrig
VRML,"Vermillion, Inc.",0.5697, $55.37M ,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,4.19, $55.16M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrna
VRNS,"Varonis Systems, Inc.",71.45, $2.17B ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns
VRNT,Verint Systems Inc.,54.31, $3.57B ,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt
VRRM,Verra Mobility Corporation,13.99, $2.22B ,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrm
VRSK,"Verisk Analytics, Inc.",155.92, $25.49B ,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
VRSN,"VeriSign, Inc.",208.96, $24.73B ,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
VRTS,"Virtus Investment Partners, Inc.",96.14, $667.68M ,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrts
VRTSP,"Virtus Investment Partners, Inc.",86.572, $99.56M ,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrtsp
VRTU,Virtusa Corporation,33.3, $1.01B ,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
VRTX,Vertex Pharmaceuticals Incorporated,183.91, $47.27B ,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx
VSAT,"ViaSat, Inc.",80.55, $4.94B ,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
VSDA,VictoryShares Dividend Accelerator ETF,33.42, $125.34M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsda
VSEC,VSE Corporation,30.15, $330.75M ,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/vsec
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,31.26, $145.37M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsmv
VSTM,"Verastem, Inc.",1.33, $98.61M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
VTC,Vanguard Total Corporate Bond ETF,88.205, $187.44M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtc
